category;language;item
Droits, libertés, minorités et discrimination;fr;droit de vote
Droits, libertés, minorités et discrimination;fr;xénophob*
Droits, libertés, minorités et discrimination;fr;obscénité*
Droits, libertés, minorités et discrimination;fr;racisme systémique
Droits, libertés, minorités et discrimination;fr;asexu*
Droits, libertés, minorités et discrimination;fr;droit de rassemblement
Droits, libertés, minorités et discrimination;fr;manifestation*
Droits, libertés, minorités et discrimination;fr;bavure*
Santé et services sociaux;fr;sida
Santé et services sociaux;fr;alcoolisme*
Santé et services sociaux;fr;allerg*
Santé et services sociaux;fr;anesthésiolog*
Santé et services sociaux;fr;cancer*
Santé et services sociaux;fr;cardiolog*
Santé et services sociaux;fr;cardiothoracique*
Santé et services sociaux;fr;cardiovasculaire*
Santé et services sociaux;fr;cigarette*
Santé et services sociaux;fr;dermatolog*
Santé et services sociaux;fr;diétét*
Santé et services sociaux;fr;maladie*
Santé et services sociaux;fr;désordre*
Santé et services sociaux;fr;docteur*
Santé et services sociaux;fr;traitement* médica*
Santé et services sociaux;fr;abus de drogue*
Santé et services sociaux;fr;endocrin*
Santé et services sociaux;fr;gastroentérolog*
Santé et services sociaux;fr;gériatique*
Santé et services sociaux;fr;gérontolog*
Santé et services sociaux;fr;gynécolog*
Santé et services sociaux;fr;hématolog*
Santé et services sociaux;fr;santé
Santé et services sociaux;fr;hépatolog*
Santé et services sociaux;fr;vih
Santé et services sociaux;fr;vih/sida
Santé et services sociaux;fr;séropositi*
Santé et services sociaux;fr;séronégati*
Santé et services sociaux;fr;hôpital
Santé et services sociaux;fr;hôpitaux
Santé et services sociaux;fr;immunis*
Santé et services sociaux;fr;immunisé
Santé et services sociaux;fr;immunolog*
Santé et services sociaux;fr;infectieu*
Santé et services sociaux;fr;soins intensifs
Santé et services sociaux;fr;maxillofacial*
Santé et services sociaux;fr;médica*
Santé et services sociaux;fr;medicare
Santé et services sociaux;fr;medicaid
Santé et services sociaux;fr;néphrolog*
Santé et services sociaux;fr;neurolog*
Santé et services sociaux;fr;neurochirurg*
Santé et services sociaux;fr;nicotine
Santé et services sociaux;fr;infirm*
Santé et services sociaux;fr;obstétri*
Santé et services sociaux;fr;oncolog*
Santé et services sociaux;fr;ophtalmolog*
Santé et services sociaux;fr;orthodont*
Santé et services sociaux;fr;orthopédi*
Santé et services sociaux;fr;palliati*
Santé et services sociaux;fr;patholog*
Santé et services sociaux;fr;pédiatr*
Santé et services sociaux;fr;pharmac*
Santé et services sociaux;fr;médecin*
Santé et services sociaux;fr;ordonnance*
Santé et services sociaux;fr;premiers soins
Santé et services sociaux;fr;proctolog*
Santé et services sociaux;fr;psychiatr*
Santé et services sociaux;fr;pulmonol*
Santé et services sociaux;fr;radiolog*
Santé et services sociaux;fr;radiothérap*
Santé et services sociaux;fr;respiratoire*
Santé et services sociaux;fr;rhumatolog*
Santé et services sociaux;fr;chirurgien*
Santé et services sociaux;fr;chirurg*
Santé et services sociaux;fr;chirurigica*
Santé et services sociaux;fr;syndrome*
Santé et services sociaux;fr;thérap*
Santé et services sociaux;fr;tabac*
Santé et services sociaux;fr;urolog*
Santé et services sociaux;fr;vacci*
Santé et services sociaux;fr;vasculaire*
Santé et services sociaux;fr;alcool au volant
Santé et services sociaux;fr;médicament*
Santé et services sociaux;fr;dentiste*
Santé et services sociaux;fr;dentaire*
Santé et services sociaux;fr;épidémie*
Santé et services sociaux;fr;pandémique*
Santé et services sociaux;fr;tuberculose
Santé et services sociaux;fr;obésité*
Santé et services sociaux;fr;obèse*
Santé et services sociaux;fr;euthanasie*
Santé et services sociaux;fr;fécondation* in*vitro
Santé et services sociaux;fr;contracept*
Santé et services sociaux;fr;cellule* souche*
Santé et services sociaux;fr;ambulance*
Santé et services sociaux;fr;éducation sexuelle
Santé et services sociaux;fr;transmis* sexuellement
Santé et services sociaux;fr;mts
Santé et services sociaux;fr;anti-douleur*
Santé et services sociaux;fr;nhs
Santé et services sociaux;fr;grippes*
Santé et services sociaux;fr;rhume*
Santé et services sociaux;fr;maladie* mentale*
Santé et services sociaux;fr;malade* menta*
Santé et services sociaux;fr;ostéoporose*
Santé et services sociaux;fr;nutrition*
Santé et services sociaux;fr;sras
Santé et services sociaux;fr;âge légal pour boire
Santé et services sociaux;fr;supplément* vitaminique*
Santé et services sociaux;fr;complément* alimentaire*
Santé et services sociaux;fr;approvisionnement* en sang
Santé et services sociaux;fr;don* de sang
Santé et services sociaux;fr;société canadienne du sang
Santé et services sociaux;fr;héma-québec
Santé et services sociaux;fr;alzheimer
Santé et services sociaux;fr;hypertension* artérielle*
Santé et services sociaux;fr;hypertension*
Santé et services sociaux;fr;crise* cardiaque*
Santé et services sociaux;fr;cardiaque*
Santé et services sociaux;fr;cholestérol*
Santé et services sociaux;fr;déclaration des droits des patients
Santé et services sociaux;fr;obamacare
Santé et services sociaux;fr;loi sur les soins abordables
Santé et services sociaux;fr;ramq
Santé et services sociaux;fr;clsc
Santé et services sociaux;fr;chsld
Santé et services sociaux;fr;ciusss
Santé et services sociaux;fr;rpa
Santé et services sociaux;fr;assurance maladie
Santé et services sociaux;fr;préposé* aux bénéficiaires
Santé et services sociaux;fr;proche* aidant*
Santé et services sociaux;fr;principe de joyce
Santé et services sociaux;fr;clinique
Santé et services sociaux;fr;urgence*
Santé et services sociaux;fr;assurance médicament*
Santé et services sociaux;fr;clinique privée
Santé et services sociaux;fr;assurance dentaire
Terres publiques et agriculture;fr;agric*
Terres publiques et agriculture;fr;bétail*
Terres publiques et agriculture;fr;cultiv*
Terres publiques et agriculture;fr;grain*
Terres publiques et agriculture;fr;blé*
Terres publiques et agriculture;fr;barley*
Terres publiques et agriculture;fr;orge*
Terres publiques et agriculture;fr;maïs
Terres publiques et agriculture;fr;boeuf*
Terres publiques et agriculture;fr;porc*
Terres publiques et agriculture;fr;volaille*
Terres publiques et agriculture;fr;poule*
Terres publiques et agriculture;fr;tracteur*
Terres publiques et agriculture;fr;battre
Terres publiques et agriculture;fr;verger*
Terres publiques et agriculture;fr;inspect* des aliments
Terres publiques et agriculture;fr;ferm*
Terres publiques et agriculture;fr;importation de nourriture
Terres publiques et agriculture;fr;aquac*
Terres publiques et agriculture;fr;fièvre aphteuse
Terres publiques et agriculture;fr;animaux d'élevage*
Terres publiques et agriculture;fr;culture*
Terres publiques et agriculture;fr;agroalimentaire*
Terres publiques et agriculture;fr;pesticide*
Terres publiques et agriculture;fr;fumier*
Terres publiques et agriculture;fr;génétiquement modifié*
Terres publiques et agriculture;fr;ogm
Terres publiques et agriculture;fr;ogms
Terres publiques et agriculture;fr;nourrir
Terres publiques et agriculture;fr;e-coli
Terres publiques et agriculture;fr;vache folle
Terres publiques et agriculture;fr;encéphalopathie spongiforme bovine
Terres publiques et agriculture;fr;upa
Terres publiques et agriculture;fr;union des producteurs agricoles
Terres publiques et agriculture;fr;vache*
Terres publiques et agriculture;fr;gestion de l’offre
Terres publiques et agriculture;fr;lait*
Terres publiques et agriculture;fr;engrais
Terres publiques et agriculture;fr;irrigation
Terres publiques et agriculture;fr;récolte*
Terres publiques et agriculture;fr;agroforest*
Terres publiques et agriculture;fr;débois*
Terres publiques et agriculture;fr;rebois*
Terres publiques et agriculture;fr;forêt*
Terres publiques et agriculture;fr;abattage*
Terres publiques et agriculture;fr;bois de charpente
Terres publiques et agriculture;fr;semis
Terres publiques et agriculture;fr;bois de construction
Terres publiques et agriculture;fr;arbre*
Terres publiques et agriculture;fr;conifère*
Terres publiques et agriculture;fr;sapin*
Terres publiques et agriculture;fr;bouleau*
Terres publiques et agriculture;fr;érable*
Terres publiques et agriculture;fr;bois d'oeuvre
Terres publiques et agriculture;fr;coupe* à blanc
Terres publiques et agriculture;fr;forest*
Économie et travail;fr;rpc
Économie et travail;fr;rrq
Économie et travail;fr;rqap
Économie et travail;fr;pension*
Économie et travail;fr;emplo*
Économie et travail;fr;embauche
Économie et travail;fr;embaucher
Économie et travail;fr;revenu*
Économie et travail;fr;stage*
Économie et travail;fr;trava*
Économie et travail;fr;main-d'œuvre
Économie et travail;fr;mis à pied
Économie et travail;fr;salaire* décent*
Économie et travail;fr;lock-out
Économie et travail;fr;congé* de maternité
Économie et travail;fr;salaire* minimum*
Économie et travail;fr;congé parenta*
Économie et travail;fr;congé* de paternité
Économie et travail;fr;chèque* de paie*
Économie et travail;fr;recrutement*
Économie et travail;fr;salar*
Économie et travail;fr;travail* indép*
Économie et travail;fr;indemnité* de départ
Économie et travail;fr;grève*
Économie et travail;fr;syndicat*
Économie et travail;fr;ch*mage
Économie et travail;fr;syndica*
Économie et travail;fr;salaire
Économie et travail;fr;salaires
Économie et travail;fr;ouvrier*
Économie et travail;fr;main*d'*uvre
Économie et travail;fr;condition* de travail
Économie et travail;fr;lieu* de travail
Économie et travail;fr;alliance de la fonction publique du canada
Économie et travail;fr;afpc
Économie et travail;fr;ctc
Économie et travail;fr;syndicat canadien de la fonction publique
Économie et travail;fr;scfp
Économie et travail;fr;convention* collective*
Économie et travail;fr;négociation* collective*
Économie et travail;fr;négocier collectivement
Économie et travail;fr;centre d'hygiène et de sécurité
Économie et travail;fr;travailleur* canadien* de l'automobile
Économie et travail;fr;tca
Économie et travail;fr;ressources humaines
Économie et travail;fr;prestation* de santé des retraités
Économie et travail;fr;pension* de retraite
Économie et travail;fr;assurance* invalidité*
Économie et travail;fr;garde d'enfants
Économie et travail;fr;garderie*
Économie et travail;fr;actra
Économie et travail;fr;fédération d'enseignantes de la colombie-britannique
Économie et travail;fr;association canadienne des professeures et professeurs d'université
Économie et travail;fr;syndicat canadien des employées et employés professionnels et de bureau
Économie et travail;fr;association canadienne des maîtres de poste et adjoints
Économie et travail;fr;syndicat des travailleurs et travailleuses des postes
Économie et travail;fr;syndicat canadien du papier
Économie et travail;fr;syndicat national des employés et employés généraux du secteur public
Économie et travail;fr;fédération canadienne des syndicats d'infirmières et infirmiers
Économie et travail;fr;syndicat des travailleurs des télécommunications
Économie et travail;fr;csn
Économie et travail;fr;confédération des syndicats nationaux
Économie et travail;fr;fédération autonome de l’enseignement
Économie et travail;fr;front commun
Économie et travail;fr;fiq
Économie et travail;fr;fédération interprofessionnelle de la santé du québec
Économie et travail;fr;retraite
Économie et travail;fr;régime de retraite
Économie et travail;fr;cnesst
Économie et travail;fr;sécurité au travail
Immigration;fr;asile*
Immigration;fr;frontière*
Immigration;fr;citoyenneté*
Immigration;fr;regroupement* familia*
Immigration;fr;système* de points
Immigration;fr;immigra*
Immigration;fr;résiden* permanent*
Immigration;fr;résiden* temporaire*
Immigration;fr;réfugié*
Immigration;fr;travailleur* migrant*
Immigration;fr;travailleur* étranger*
Immigration;fr;multicultur*
Immigration;fr;intercultur*
Immigration;fr;émigra*
Immigration;fr;étranger*
Immigration;fr;nouvel arrivant au canada
Immigration;fr;nouveaux arrivants au canada
Immigration;fr;permis de travail
Immigration;fr;permis d'études
Immigration;fr;permis de résidence
Immigration;fr;visa* de travail
Immigration;fr;visa* d'étude
Immigration;fr;visa* de résidence
Immigration;fr;naturaliser
Immigration;fr;naturalisation*
Immigration;fr;déport*
Immigration;fr;sans papiers
Immigration;fr;candidat* provincia*
Immigration;fr;avis sur le marché du travail
Immigration;fr;nationalité*
Immigration;fr;jus soli
Immigration;fr;jus sanguinis
Immigration;fr;chemin roxham
Immigration;fr;immigration temporaire
Immigration;fr;immigration permanente
Immigration;fr;francisation
Immigration;fr;capacité d’accueil
Immigration;fr;choc démographique
Immigration;fr;déclin démographique
Immigration;fr;société d’accueil
Immigration;fr;immigration illégale
Immigration;fr;droit du sol
Immigration;fr;droit du sang
Immigration;fr;convention de genève
Éducation;fr;10e année
Éducation;fr;11e année
Éducation;fr;12e année
Éducation;fr;1re année
Éducation;fr;2e année
Éducation;fr;3e année
Éducation;fr;4e année
Éducation;fr;5e année
Éducation;fr;6e année
Éducation;fr;7e année
Éducation;fr;8e année
Éducation;fr;9e année
Éducation;fr;ancienne élève
Éducation;fr;anciens élèves
Éducation;fr;ancien élève
Éducation;fr;c*gep*
Éducation;fr;collège*
Éducation;fr;enseign*
Éducation;fr;collégia*
Éducation;fr;diplôme*
Éducation;fr;éducat*
Éducation;fr;première année
Éducation;fr;dixième année
Éducation;fr;onzième année
Éducation;fr;douzième année
Éducation;fr;deuxième année
Éducation;fr;troisième année
Éducation;fr;quatrième année
Éducation;fr;cinquième année
Éducation;fr;6ème année
Éducation;fr;septième année
Éducation;fr;huitième année
Éducation;fr;neuvième année
Éducation;fr;dipl*m*
Éducation;fr;garderie*
Éducation;fr;appren*
Éducation;fr;postsecondaire*
Éducation;fr;post-secondaire*
Éducation;fr;école*
Éducation;fr;étudiant*
Éducation;fr;frais de scolarité
Éducation;fr;premier cycle
Éducation;fr;universit*
Éducation;fr;professionnel*
Éducation;fr;apprentissage*
Éducation;fr;programm*
Éducation;fr;syllabus
Éducation;fr;secondaire un
Éducation;fr;secondaire deux
Éducation;fr;secondaire trois
Éducation;fr;secondaire quatre
Éducation;fr;secondaire cinq
Éducation;fr;secondaire 1
Éducation;fr;secondaire 2
Éducation;fr;secondaire 3
Éducation;fr;secondaire 4
Éducation;fr;secondaire 5
Éducation;fr;première secondaire
Éducation;fr;deuxième secondaire
Éducation;fr;troisième secondaire
Éducation;fr;quatrième secondaire
Éducation;fr;cinquième secondaire
Éducation;fr;1ère secondaire
Éducation;fr;2ème secondaire
Éducation;fr;3ème secondaire
Éducation;fr;4ème secondaire
Éducation;fr;5ème secondaire
Éducation;fr;école secondaire
Éducation;fr;polyvalente
Éducation;fr;cpe
Éducation;fr;cfp
Éducation;fr;cycle* supérieur*
Éducation;fr;deuxième cycle
Éducation;fr;troisième cycle
Éducation;fr;acadé*
Éducation;fr;école* primaire*
Éducation;fr;maternelle*
Éducation;fr;maternelle* quatre ans
Éducation;fr;maternelle* 4 ans
Éducation;fr;professeur*
Éducation;fr;formation*
Éducation;fr;école* alternative*
Environnement et énergie;fr;pluie* acide*
Environnement et énergie;fr;plafonnement et échange
Environnement et énergie;fr;système de plafonnement
Environnement et énergie;fr;tarification du carbone
Environnement et énergie;fr;puits de carbone
Environnement et énergie;fr;taxe* carbone
Environnement et énergie;fr;changement* climatique*
Environnement et énergie;fr;génie climatique
Environnement et énergie;fr;intervention* climatique*
Environnement et énergie;fr;assainissement climatique
Environnement et énergie;fr;conservation*
Environnement et énergie;fr;contaminat*
Environnement et énergie;fr;débois*
Environnement et énergie;fr;écolog*
Environnement et énergie;fr;émission*
Environnement et énergie;fr;espèce* en danger
Environnement et énergie;fr;environnement*
Environnement et énergie;fr;disparu*
Environnement et énergie;fr;géoingénierie
Environnement et énergie;fr;glacier*
Environnement et énergie;fr;réchauffement climatique
Environnement et énergie;fr;effet de serre
Environnement et énergie;fr;gaz à effet de serre
Environnement et énergie;fr;ozone
Environnement et énergie;fr;pollu*
Environnement et énergie;fr;glace* de mer
Environnement et énergie;fr;niveau* des mers
Environnement et énergie;fr;espèce* en péril
Environnement et énergie;fr;durabilité
Environnement et énergie;fr;espèce* menacée*
Environnement et énergie;fr;eau potable
Environnement et énergie;fr;approvisionnement en eau
Environnement et énergie;fr;déchet* dangereux
Environnement et énergie;fr;smog
Environnement et énergie;fr;qualité de l’air
Environnement et énergie;fr;amiante
Environnement et énergie;fr;feu* de forêt*
Environnement et énergie;fr;transition énergétique
Environnement et énergie;fr;transition verte
Environnement et énergie;fr;développement durable
Environnement et énergie;fr;décroissance
Environnement et énergie;fr;sobriété énergétique
Environnement et énergie;fr;qualité de l’eau
Environnement et énergie;fr;pergélisol
Environnement et énergie;fr;bape
Environnement et énergie;fr;justice climatique
Environnement et énergie;fr;méthane
Environnement et énergie;fr;empreinte* carbone
Environnement et énergie;fr;algocarburant*
Environnement et énergie;fr;carburant* alternatif*
Environnement et énergie;fr;énergie* alternative*
Environnement et énergie;fr;puissance atomique
Environnement et énergie;fr;bagasse*
Environnement et énergie;fr;biodiesel*
Environnement et énergie;fr;biocarburant*
Environnement et énergie;fr;biogaz
Environnement et énergie;fr;biocarburant*
Environnement et énergie;fr;candu
Environnement et énergie;fr;covoiturage
Environnement et énergie;fr;charbon
Environnement et énergie;fr;pétrole brut
Environnement et énergie;fr;diesel*
Environnement et énergie;fr;électri*
Environnement et énergie;fr;énerg*
Environnement et énergie;fr;carburant* à l'éthanol
Environnement et énergie;fr;fracturation
Environnement et énergie;fr;carburant*
Environnement et énergie;fr;prix du gaz
Environnement et énergie;fr;essence
Environnement et énergie;fr;géothermique
Environnement et énergie;fr;fracturaion* hydraulique*
Environnement et énergie;fr;énergie* hydroélectrique*
Environnement et énergie;fr;hydro*électrique*
Environnement et énergie;fr;combustible* hydrogène*
Environnement et énergie;fr;isolation de la maison
Environnement et énergie;fr;gaz naturel
Environnement et énergie;fr;install* nucléaire*
Environnement et énergie;fr;responsabilit* nucléaire*
Environnement et énergie;fr;puissance* nucléaire*
Environnement et énergie;fr;réacteur* nucléaire*
Environnement et énergie;fr;sécurité nucléaire
Environnement et énergie;fr;forage* en mer
Environnement et énergie;fr;gaz offshore
Environnement et énergie;fr;pétrole offshore
Environnement et énergie;fr;exportation* de pétrole
Environnement et énergie;fr;importation* de pétrole
Environnement et énergie;fr;produ* de pétrole
Environnement et énergie;fr;prix du pétrole
Environnement et énergie;fr;sable* bitumineux
Environnement et énergie;fr;exportateur* de pétrole
Environnement et énergie;fr;importateur* de pétrole
Environnement et énergie;fr;énergie océanique
Environnement et énergie;fr;opep
Environnement et énergie;fr;pic* pétrolier*
Environnement et énergie;fr;pétro*
Environnement et énergie;fr;panne* de courant
Environnement et énergie;fr;centrale* électrique*
Environnement et énergie;fr;pénurie* d'électricité
Environnement et énergie;fr;énergie* renouvelable*
Environnement et énergie;fr;énergies renouvelables
Environnement et énergie;fr;gaz de schiste
Environnement et énergie;fr;panneau* solaire*
Environnement et énergie;fr;énergie solaire
Environnement et énergie;fr;énergie thermique
Environnement et énergie;fr;énergie marémotrice
Environnement et énergie;fr;parc* éolien*
Environnement et énergie;fr;énergie éolienne
Environnement et énergie;fr;three mile island
Environnement et énergie;fr;tchernobyl
Environnement et énergie;fr;powergen
Environnement et énergie;fr;pouvoir national
Environnement et énergie;fr;batterie*
Environnement et énergie;fr;pile*
Environnement et énergie;fr;ressource* naturelle*
Terres publiques et agriculture;fr;ahi*
Terres publiques et agriculture;fr;albacore*
Terres publiques et agriculture;fr;anchoi*
Terres publiques et agriculture;fr;aquaculture*
Terres publiques et agriculture;fr;omble* chevalier*
Terres publiques et agriculture;fr;barramundi*
Terres publiques et agriculture;fr;thon* rouge*
Terres publiques et agriculture;fr;poisson* bleu*
Terres publiques et agriculture;fr;cal*mar*
Terres publiques et agriculture;fr;Poisson* chat*
Terres publiques et agriculture;fr;morue*
Terres publiques et agriculture;fr;crabe*
Terres publiques et agriculture;fr;écrevisse*
Terres publiques et agriculture;fr;poisson*
Terres publiques et agriculture;fr;plie*
Terres publiques et agriculture;fr;vivaneau* gris
Terres publiques et agriculture;fr;églefin*
Terres publiques et agriculture;fr;merlu*
Terres publiques et agriculture;fr;flétan*
Terres publiques et agriculture;fr;hareng*
Terres publiques et agriculture;fr;homard*
Terres publiques et agriculture;fr;maquereau*
Terres publiques et agriculture;fr;mahi mahi*
Terres publiques et agriculture;fr;marlin*
Terres publiques et agriculture;fr;mollusque*
Terres publiques et agriculture;fr;lotte*
Terres publiques et agriculture;fr;moule*
Terres publiques et agriculture;fr;poulpe*
Terres publiques et agriculture;fr;hoplostète* orange*
Terres publiques et agriculture;fr;huître*
Terres publiques et agriculture;fr;pangasius
Terres publiques et agriculture;fr;vivaneau* rose*
Terres publiques et agriculture;fr;goberge*
Terres publiques et agriculture;fr;crevette*
Terres publiques et agriculture;fr;vivaneau*
Terres publiques et agriculture;fr;saumon*
Terres publiques et agriculture;fr;sardine*
Terres publiques et agriculture;fr;coquille*
Terres publiques et agriculture;fr;coquilles
Terres publiques et agriculture;fr;fruit* de mer
Terres publiques et agriculture;fr;aileron* de requin*
Terres publiques et agriculture;fr;crustacé*
Terres publiques et agriculture;fr;encornet*
Terres publiques et agriculture;fr;bar* rayé*
Terres publiques et agriculture;fr;esturgeon*
Terres publiques et agriculture;fr;espadon*
Terres publiques et agriculture;fr;tilapia*
Terres publiques et agriculture;fr;doré* de mer
Terres publiques et agriculture;fr;légine*
Terres publiques et agriculture;fr;truite*
Terres publiques et agriculture;fr;thon*
Terres publiques et agriculture;fr;poisson* blanc*
Terres publiques et agriculture;fr;épave*
Terres publiques et agriculture;fr;perchaude*
Terres publiques et agriculture;fr;albacare*
Économie et travail;fr;aéro*
Économie et travail;fr;air canada
Économie et travail;fr;westjet
Économie et travail;fr;compagnie* aérienne*
Économie et travail;fr;sécurité aérienne
Économie et travail;fr;service* aérien*
Économie et travail;fr;trafic* aérien*
Économie et travail;fr;transport* aérien*
Économie et travail;fr;aviation
Économie et travail;fr;transit rapide par bus
Économie et travail;fr;transport* de masse
Économie et travail;fr;transport* en commun
Économie et travail;fr;bus public*
Économie et travail;fr;autocar*
Économie et travail;fr;bus interurbain
Économie et travail;fr;rail*
Économie et travail;fr;chemin* de fer
Économie et travail;fr;navire*
Économie et travail;fr;métro*
Économie et travail;fr;tramway*
Économie et travail;fr;transport*
Économie et travail;fr;voyage*
Économie et travail;fr;camion*
Économie et travail;fr;autoroute*
Économie et travail;fr;entret* d* pont*
Économie et travail;fr;limite* de vitesse*
Économie et travail;fr;garde côt*
Économie et travail;fr;cargaison*
Économie et travail;fr;fret*
Économie et travail;fr;taxi*
Économie et travail;fr;limousine*
Économie et travail;fr;aéroport*
Économie et travail;fr;tsa
Économie et travail;fr;route* à péage*
Économie et travail;fr;embouteillage*
Économie et travail;fr;tari* de la congestion
Économie et travail;fr;stationnement*
Économie et travail;fr;permi* de conduire
Économie et travail;fr;route*
Économie et travail;fr;routes
Économie et travail;fr;vélo*
Économie et travail;fr;piéton*
Économie et travail;fr;trottoir*
Économie et travail;fr;marcher
Économie et travail;fr;cycl*
Économie et travail;fr;megabus
Économie et travail;fr;greyhound
Économie et travail;fr;coach canada
Économie et travail;fr;industrie automobile
Économie et travail;fr;auto*
Économie et travail;fr;voiture*
Économie et travail;fr;voitures
Économie et travail;fr;véhicule*
Loi et crime;fr;enleve*
Loi et crime;fr;acquitt*
Loi et crime;fr;peine* de mort
Loi et crime;fr;condamn*
Loi et crime;fr;tribuna*
Loi et crime;fr;crim*
Loi et crime;fr;péna*
Loi et crime;fr;procureur* de la couronne
Loi et crime;fr;peine de mort
Loi et crime;fr;décriminal*
Loi et crime;fr;extorsion*
Loi et crime;fr;criminel*
Loi et crime;fr;homocid*
Loi et crime;fr;emprison*
Loi et crime;fr;incarcér*
Loi et crime;fr;incrimin*
Loi et crime;fr;accus*
Loi et crime;fr;illicite*
Loi et crime;fr;enquête*
Loi et crime;fr;justice*
Loi et crime;fr;kidnap*
Loi et crime;fr;appli* d* loi*
Loi et crime;fr;délit*
Loi et crime;fr;meurtre*
Loi et crime;fr;probation*
Loi et crime;fr;demandeu*
Loi et crime;fr;polic*
Loi et crime;fr;prison*
Loi et crime;fr;défenseu* publi*
Loi et crime;fr;sécurité publique
Loi et crime;fr;viol*
Loi et crime;fr;violeu*
Loi et crime;fr;grc
Loi et crime;fr;agress* sexuel*
Loi et crime;fr;violence* sexuelle*
Loi et crime;fr;garde*-frontière*
Loi et crime;fr;inspect* front*
Loi et crime;fr;police portuaire
Loi et crime;fr;rackketeu*
Loi et crime;fr;contreband*
Loi et crime;fr;fraude*
Loi et crime;fr;blanchiment d'argent
Loi et crime;fr;trafic de drogue*
Loi et crime;fr;jury
Loi et crime;fr;juré*
Loi et crime;fr;détention*
Loi et crime;fr;pornograph* juvénile
Loi et crime;fr;maltraitance d*enfant*
Loi et crime;fr;enfant* disparu*
Loi et crime;fr;violence* contre les enfants
Loi et crime;fr;protection de l'enfance
Loi et crime;fr;adoption* d'enfant*
Loi et crime;fr;adopter un enfant
Loi et crime;fr;parent* adoptif*
Loi et crime;fr;enfant* adopté*
Loi et crime;fr;adopté un enfant
Loi et crime;fr;violence* conjugale*
Loi et crime;fr;femme* battue*
Loi et crime;fr;planification* familiale*
Loi et crime;fr;pension* alimentaire*
Loi et crime;fr;garde des enfants
Loi et crime;fr;grossesse* à l'adolescence
Loi et crime;fr;prévention du suicide
Loi et crime;fr;service* à la famille
Loi et crime;fr;abus de personnes âgées
Loi et crime;fr;divorce*
Loi et crime;fr;mariage*
Loi et crime;fr;contrôle des armes
Loi et crime;fr;registre* des armes à feu
Loi et crime;fr;registre* des armes d'épaule
Loi et crime;fr;arme* à feu à autorisation* restreinte*
Loi et crime;fr;arme* à feu prohibée*
Loi et crime;fr;émeute*
Loi et crime;fr;prostitu*
Loi et crime;fr;incest*
Loi et crime;fr;vol*
Loi et crime;fr;récidiv*
Loi et crime;fr;mafia
Loi et crime;fr;monnaie contrefaite
Loi et crime;fr;faux billet*
Loi et crime;fr;forge de l'argent
Loi et crime;fr;fausse monnaie
Loi et crime;fr;forger de l'argent
Loi et crime;fr;fusillade*
Loi et crime;fr;trafic d'êtres humains
Loi et crime;fr;trafic d'armes
Loi et crime;fr;jeune* délinquant*
Loi et crime;fr;délinquan* juvénile*
Santé et services sociaux;fr;assurance emploi
Santé et services sociaux;fr;banque* alimentaire*
Santé et services sociaux;fr;appauvri*
Santé et services sociaux;fr;faible* revenu*
Santé et services sociaux;fr;sécurité de la vieillesse
Santé et services sociaux;fr;pension*
Santé et services sociaux;fr;pauvreté
Santé et services sociaux;fr;aide publique
Santé et services sociaux;fr;bien-être public
Santé et services sociaux;fr;abri*
Santé et services sociaux;fr;mère* célibataire*
Santé et services sociaux;fr;parent* célibataire*
Santé et services sociaux;fr;mère* monoparentale*
Santé et services sociaux;fr;monoparental*
Santé et services sociaux;fr;assistance sociale
Santé et services sociaux;fr;exclusion sociale
Santé et services sociaux;fr;service* socia*
Santé et services sociaux;fr;assurance*chômage
Santé et services sociaux;fr;bien-être
Santé et services sociaux;fr;revenu* garanti*
Santé et services sociaux;fr;coupon* alimentaire*
Santé et services sociaux;fr;assistance alimentaire
Économie et travail;fr;appartement*
Économie et travail;fr;schl
Économie et travail;fr;développement communautaire
Économie et travail;fr;condo*
Économie et travail;fr;condos
Économie et travail;fr;condominium*
Économie et travail;fr;construction* de maison*
Économie et travail;fr;isolation de la maison
Économie et travail;fr;sans abri*
Économie et travail;fr;logement*
Économie et travail;fr;hypoth*qu*
Économie et travail;fr;développement* de* quartier*
Économie et travail;fr;préservation* de* quartier*
Économie et travail;fr;revitalisation* de* quartier*
Économie et travail;fr;immobili*
Économie et travail;fr;contrôl* des loyers
Économie et travail;fr;réhabilit* résiden*
Économie et travail;fr;développement* rura*
Économie et travail;fr;déclin* urbain*
Économie et travail;fr;développement* urbain*
Économie et travail;fr;zone* franche* urbaine*
Économie et travail;fr;revitalisation* urbain*
Économie et travail;fr;étalement urbain
Économie et travail;fr;banque*
Économie et travail;fr;bancaire*
Économie et travail;fr;faillite*
Économie et travail;fr;courtage*
Économie et travail;fr;compte* chèque*
Économie et travail;fr;commerc*
Économie et travail;fr;carte* de crédit
Économie et travail;fr;cote* de crédit
Économie et travail;fr;risque* de crédit 
Économie et travail;fr;coopérative* de crédit
Économie et travail;fr;compte* courant*
Économie et travail;fr;carte* de débit
Économie et travail;fr;dividend*
Économie et travail;fr;financ*
Économie et travail;fr;fonds de couverture*
Économie et travail;fr;valeur nette du logement
Économie et travail;fr;investisseu*
Économie et travail;fr;marché*
Économie et travail;fr;hypoth*qu*
Économie et travail;fr;fonds commun* de placement
Économie et travail;fr;capita* privé*
Économie et travail;fr;compte* épargne
Économie et travail;fr;titre*
Économie et travail;fr;actionna*
Économie et travail;fr;à risque*
Économie et travail;fr;conseil du trésor
Économie et travail;fr;bmo
